pot_number,original_number,tomb,cemetery,cem_condensed,shape,additional,open_closed,height,diamter,rim_diameter,period,date_range,start_date,end_date,ave_date,century,tomb_century,tomb_period,import,import_origin,imitation,imitation_origin,antique,1100,1090,1080,1070,1060,1050,1040,1030,1020,1010,1000,990,980,970,960,950,940,930,920,910,900,890,880,870,860,850,840,830,820,810,800,790,780,770,760,750,740,730,720,710,700,690,680,670,660,650,640,630,620,610
5552,A27,D68:A,ATS,OTHER,Cup,Cup on foot,O,11.6,,13.1,O,710-630,710,630,670,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0
5553,A28,D68:A,ATS,OTHER,Oinochoe,,C,25,22,,O,710-630,710,630,670,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0
5554,A29,D68:A,ATS,OTHER,Oinochoe,,C,16,13,,O,710-630,710,630,670,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0
5555,A30,D68:A,ATS,OTHER,Oinochoe,,C,20.5,18,,O,710-630,710,630,670,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0
5556,A31,D68:A,ATS,OTHER,Cup,,O,13,,12.2,LG-EO,745-670,745,670,707.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0,0,0,0,0,0,0
5558,A33,D68:A,ATS,OTHER,Lid,,,4,19.2,,O,710-630,710,630,670,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0
5560,A35,D68:A,ATS,OTHER,Oinochoe,,C,18,13.5,,O,710-630,710,630,670,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0
5561,A36,D68:A,ATS,OTHER,Skyphos,,O,7.4,,10.2,O,710-630,710,630,670,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0
5562,A37,D68:A,ATS,OTHER,Oinochoe,,C,17.5,14,,EO,710-670,710,670,690,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0
5563,A38,D68:A,ATS,OTHER,Oinochoe,,C,12,9.5,,LPG-EG,875-790,875,790,832.5,9th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.117647059,0.117647059,0.117647059,0.117647059,0.117647059,0.117647059,0.117647059,0.117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5564,A39,D68:A,ATS,OTHER,Oinochoe,Oinochoe sherds,C,,,,,,,,,,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5565,A40,D68:A,ATS,OTHER,Skyphos,,O,6.7,,11,LG-EO,745-670,745,670,707.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0,0,0,0,0,0,0
5566,A41,D68:A,ATS,OTHER,Jar,Miniature straight-sided jar,C,6.3,,3.5,,,,,,,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5567,A42,D68:A,ATS,OTHER,Kotyle,,O,8,,12.3,O,710-630,710,630,670,7th,9th,EG,,,Y,Protocorinthian,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0
5569,A44,D68:A,ATS,OTHER,Skyphos,,O,18.3,,24,EO,710-670,710,670,690,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0
5570,A45,D68:A,ATS,OTHER,Oinochoe,Cypriot oinochoe,C,22,15.2,,Cypriot BoR II (Jones680-665),680-665,680,665,672.5,7th,9th,EG,Y,Cyprus,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0
5571,A46,D68:A,ATS,OTHER,Cup,,O,13.7,14.5,,EO,710-670,710,670,690,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0
5572,A47,D68:A,ATS,OTHER,Oinochoe,Mug-type oinochoe,C,10.5,8,,LPG-EG,875-790,875,790,832.5,9th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.117647059,0.117647059,0.117647059,0.117647059,0.117647059,0.117647059,0.117647059,0.117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5573,A48,D68:A,ATS,OTHER,Lid,,,6,18.9,,EO,710-670,710,670,690,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0
5574,A49,D68:A,ATS,OTHER,Skyphos,,O,6.5,,1,LG-EO,745-670,745,670,707.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0,0,0,0,0,0,0
5575,A50,D68:A,ATS,OTHER,Lid,,,4.5,18.5,,O,710-630,710,630,670,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0
5576,A51,D68:A,ATS,OTHER,Lid,,O,,19.7,,EO,710-670,710,670,690,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0
5577,A52,D68:A,ATS,OTHER,Oinochoe,,C,20,11.5,,O,710-630,710,630,670,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0
5578,A53,D68:A,ATS,OTHER,Cup,Cup on foot,O,12,13.3,,O,710-630,710,630,670,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0
5579,A54,D68:A,ATS,OTHER,Cup,,O,12,13,,LG-O,745-630,745,630,687.5,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043478261,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0,0,0
5580,A55,D68:A,ATS,OTHER,Lid,,,6,20.5,,EO,710-670,710,670,690,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0
5581,A56,D68:A,ATS,OTHER,Aryballos,Cypriot two-handled aryballos,C,,,4,Cypriot BoR (Jones745-630),745-630,745,630,687.5,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043478261,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0,0,0
5582,A57,D68:A,ATS,OTHER,Aryballos,,C,8,7.2,,O,710-630,710,630,670,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0
5583,A58,D68:A,ATS,OTHER,Aryballos,,C,7.5,6.5,,EO,710-670,710,670,690,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0
5584,A60,D68:A,ATS,OTHER,Aryballos,,C,7.2,6.5,,O,710-630,710,630,670,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0
5585,A61,D68:A,ATS,OTHER,Aryballos,,C,6.5,6,,EO,710-670,710,670,690,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0
5588,A64,D68:A,ATS,OTHER,Aryballos,,C,7,6,,O,710-630,710,630,670,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0
5589,A65,D68:A,ATS,OTHER,Oinochoe,,C,10,7,,O,710-630,710,630,670,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0
5590,A66,D68:A,ATS,OTHER,Cup,,O,10.6,,12.9,LG-O,745-630,745,630,687.5,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043478261,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0,0,0
5591,A67,D68:A,ATS,OTHER,Aryballos,Plain aryballos,C,10,8.2,,O,710-630,710,630,670,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0
5592,A68,D68:A,ATS,OTHER,Aryballos,,C,10.5,9,,EO,710-670,710,670,690,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0
5593,A69,D68:A,ATS,OTHER,Aryballos,Plain aryballos,C,9,8,,O,710-630,710,630,670,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0
5594,A70,D68:A,ATS,OTHER,Aryballos,Creto-cypriot aryballos,C,11.2,6.3,,EO,710-670,710,670,690,7th,9th,EG,,,Y,Creto-cypriot class,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0
5595,A71,D68:A,ATS,OTHER,Cup,,O,,,,LG-O,745-630,745,630,687.5,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043478261,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0,0,0
5596,A72,D68:A,ATS,OTHER,Cup,Fragmentary cup or skyphos,O,,,,LG-EO,745-670,745,670,707.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0,0,0,0,0,0,0
5597,A73,D68:A,ATS,OTHER,Skyphos,,O,10.5,,12.1,O,710-630,710,630,670,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0
5598,A74,D68:A,ATS,OTHER,Skyphos,,O,11.3,,11.7,O,710-630,710,630,670,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0
5599,B1,D68:A,ATS,OTHER,Kalathos,,O,12.8,,24.5,LPG-PGB,875-810,875,810,842.5,9th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0.153846154,0.153846154,0.153846154,0.153846154,0.153846154,0.153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5600,B2,D68:A,ATS,OTHER,Hydria,,C,32,17,7.3,PGB,840-810,840,810,825,9th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5601,B3,D68:A,ATS,OTHER,Oinochoe,Creto-cypriot oinochoe,C,26,16,7,O,710-630,710,630,670,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0
5602,B4,D68:A,ATS,OTHER,Pithos,Coarse necked pithos,C,,,18,LPG-PGB,875-810,875,810,842.5,9th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0.153846154,0.153846154,0.153846154,0.153846154,0.153846154,0.153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5603,B5,D68:A,ATS,OTHER,Pithos,Coarse necked pithos,C,35.5,30.3,17.7,LPG-PGB,875-810,875,810,842.5,9th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0.153846154,0.153846154,0.153846154,0.153846154,0.153846154,0.153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5604,B6,D68:A,ATS,OTHER,Pithos,Four-handled pithos,C,38.5,36,19.5,MG,790-745,790,745,767.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5605,B7,D68:A,ATS,OTHER,Pithos,Two-handled pithos,C,30,26.5,11,O,710-630,710,630,670,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0
5606,B8,D68:A,ATS,OTHER,Pithos,Necked pithos,C,32,29.5,16.3,LPG-EG,875-790,875,790,832.5,9th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.117647059,0.117647059,0.117647059,0.117647059,0.117647059,0.117647059,0.117647059,0.117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5607,B9,D68:A,ATS,OTHER,Pithos,Necked pithos,C,35,29,14.8,LPG-EG,875-790,875,790,832.5,9th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.117647059,0.117647059,0.117647059,0.117647059,0.117647059,0.117647059,0.117647059,0.117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5608,B10,D68:A,ATS,OTHER,Pithos,Two-handled pithos,C,40.5,35,15,O,710-630,710,630,670,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0
5609,B11,D68:A,ATS,OTHER,Lid,Small conical lid,,3.8,9,,LG,745-710,745,710,727.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0
5610,B12,D68:A,ATS,OTHER,Lid,,,5,17.5,,LG-EO,745-670,745,670,707.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0,0,0,0,0,0,0
5611,B13,D68:A,ATS,OTHER,Lid,,,4.5,19.3,,LG-EO,745-670,745,670,707.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0,0,0,0,0,0,0
5612,B14,D68:A,ATS,OTHER,Lid,,,6,21.3,,O,710-630,710,630,670,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0
5613,B15,D68:A,ATS,OTHER,Lid,Domed lid,,5.5,19.5,,LG-EO,745-670,745,670,707.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0,0,0,0,0,0,0
5614,B16,D68:A,ATS,OTHER,Cup,Cup on foot,O,11.6,,12.7,O,710-630,710,630,670,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0
5615,B17,D68:A,ATS,OTHER,Cup,,O,12,,13.3,LG-O,745-630,745,630,687.5,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043478261,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0,0,0
5616,B18,D68:A,ATS,OTHER,Cup,,O,12,,13,LG-O,745-630,745,630,687.5,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043478261,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0,0,0
5617,B19,D68:A,ATS,OTHER,Cup,,O,15.5,,12.9,LG-O,745-630,745,630,687.5,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043478261,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0,0,0
5618,B20,D68:A,ATS,OTHER,Skyphos,,O,7.5,,16.3,O,710-630,710,630,670,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0
5619,B21,D68:A,ATS,OTHER,Aryballos,,C,6.9,7,,O,710-630,710,630,670,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0
5620,B22,D68:A,ATS,OTHER,Aryballos,,C,6.5,,2.3,LG-EO,745-670,745,670,707.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0,0,0,0,0,0,0
5621,B23,D68:A,ATS,OTHER,Aryballos,Creto-cypriot aryballos,C,9,7.3,2.8,EO,710-670,710,670,690,7th,9th,EG,,,Y,Creto-cypriot class,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0
5622,B24,D68:A,ATS,OTHER,Skyphos,,O,7,,15.7,O,710-630,710,630,670,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0
5623,1,KT:2,KT,OTHER,House model,House model,,31,33.5,,G,810-710,810,710,760,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
5624,2,KT:2,KT,OTHER,Pithos,Polychrome pithos,C,71,,,LG,745-710,745,710,727.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0
5625,3,KT:2,KT,OTHER,Pithos,Polychrome pithos,C,43,,,EO,710-670,710,670,690,7th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0
5626,4,KT:2,KT,OTHER,Pithos,Polychrome pithos,C,59,,,EO,710-670,710,670,690,7th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0
5627,5,KT:2,KT,OTHER,Pithos,Polychrome pithos,C,59,,,EO,710-670,710,670,690,7th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0
5628,6,KT:2,KT,OTHER,Pithos,Two-handled pithos,C,61,,,MG,790-745,790,745,767.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5629,7,KT:2,KT,OTHER,Pithos,,C,58,,,EO,710-670,710,670,690,7th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0
